Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Medium,30,31,Rough,678,Aggressive,Dry,75.42857142857143
Wet,22,59,Smooth,645,Aggressive,Dry,67.82857142857142
Soft,30,49,Rough,631,Conservative,Wet,73.0
Soft,17,26,Smooth,714,Conservative,Wet,52.114285714285714
Wet,49,24,Rough,713,Balanced,Wet,78.22857142857143
Medium,16,51,Smooth,725,Conservative,Wet,45.48571428571428
Soft,32,67,Smooth,689,Balanced,Dry,65.97142857142858
Wet,41,20,Smooth,660,Balanced,Dry,56.05714285714285
Wet,20,17,Smooth,660,Balanced,Wet,56.42857142857142
Wet,31,38,Smooth,701,Conservative,Dry,46.628571428571426
Wet,31,14,Rough,713,Aggressive,Dry,78.2
Soft,34,52,Smooth,691,Balanced,Wet,69.22857142857143
Wet,31,37,Smooth,728,Conservative,Dry,46.48571428571429
Hard,37,47,Smooth,706,Aggressive,Dry,59.114285714285714
Soft,38,51,Rough,648,Balanced,Dry,79.88571428571429
Medium,22,27,Smooth,624,Conservative,Wet,43.25714285714285
Soft,27,15,Rough,615,Conservative,Wet,67.54285714285714
Medium,11,15,Smooth,740,Conservative,Wet,39.34285714285715
Wet,38,34,Rough,707,Conservative,Wet,67.45714285714286
Wet,30,16,Rough,643,Conservative,Wet,63.28571428571429
Medium,24,51,Rough,682,Conservative,Wet,62.08571428571428
Soft,36,11,Smooth,646,Balanced,Wet,63.77142857142857
Hard,40,47,Smooth,723,Conservative,Wet,44.714285714285715
Hard,24,21,Smooth,679,Aggressive,Wet,57.8
Soft,32,48,Smooth,675,Conservative,Wet,58.25714285714285
Hard,33,51,Smooth,619,Conservative,Dry,38.885714285714286
Hard,22,0,Rough,745,Conservative,Wet,49.39999999999999
Soft,31,65,Rough,611,Balanced,Wet,85.48571428571428
Hard,46,63,Rough,711,Conservative,Dry,58.2
Soft,42,7,Smooth,659,Aggressive,Dry,69.39999999999999
Wet,12,24,Smooth,674,Balanced,Wet,55.828571428571436
Wet,28,65,Smooth,709,Conservative,Dry,49.885714285714286
Medium,32,69,Smooth,633,Balanced,Wet,61.25714285714287
Hard,38,50,Smooth,740,Balanced,Dry,49.74285714285714
Wet,39,52,Smooth,739,Aggressive,Dry,70.22857142857143
Medium,48,14,Smooth,635,Balanced,Dry,51.6
Medium,34,49,Rough,627,Balanced,Dry,68.8
Soft,46,37,Smooth,638,Conservative,Dry,54.48571428571428
Wet,17,39,Rough,676,Aggressive,Dry,78.97142857142856
Wet,25,65,Smooth,703,Conservative,Dry,49.28571428571429
Hard,17,38,Smooth,690,Conservative,Wet,38.82857142857143
Wet,10,16,Smooth,714,Balanced,Dry,49.28571428571429
Medium,14,6,Smooth,601,Aggressive,Dry,53.657142857142865
Wet,12,38,Smooth,716,Aggressive,Dry,62.82857142857143
Wet,10,67,Smooth,681,Conservative,Dry,46.57142857142858
Soft,13,34,Rough,689,Balanced,Dry,72.45714285714286
Medium,49,50,Rough,641,Balanced,Wet,76.94285714285714
Hard,44,46,Smooth,630,Aggressive,Wet,65.37142857142857
Medium,41,35,Rough,660,Conservative,Wet,63.2
Hard,43,63,Smooth,701,Aggressive,Wet,67.6
Wet,34,12,Smooth,655,Balanced,Dry,53.51428571428571
Wet,19,17,Rough,682,Balanced,Dry,66.22857142857143
Medium,30,20,Rough,727,Conservative,Wet,58.85714285714286
Soft,48,64,Rough,613,Balanced,Wet,88.74285714285716
Wet,36,7,Smooth,613,Aggressive,Wet,68.2
Soft,36,47,Smooth,649,Balanced,Dry,63.91428571428571
Wet,11,42,Rough,700,Aggressive,Wet,83.2
Soft,22,52,Smooth,667,Aggressive,Wet,76.82857142857144
Wet,18,26,Smooth,670,Balanced,Dry,52.31428571428572
Wet,45,18,Rough,610,Balanced,Dry,71.57142857142857
Wet,31,22,Smooth,613,Conservative,Wet,49.34285714285714
Hard,35,49,Rough,705,Aggressive,Dry,74.0
Wet,21,50,Smooth,703,Conservative,Wet,51.34285714285714
Hard,26,42,Rough,730,Balanced,Wet,66.2
Wet,23,50,Smooth,727,Balanced,Wet,61.74285714285715
Wet,23,68,Smooth,607,Balanced,Wet,64.31428571428572
Hard,43,40,Rough,736,Conservative,Dry,54.31428571428572
Hard,29,10,Rough,618,Conservative,Dry,47.22857142857143
Hard,20,51,Smooth,739,Conservative,Wet,41.28571428571428
Wet,25,22,Smooth,711,Aggressive,Dry,63.14285714285714
Hard,40,48,Smooth,657,Aggressive,Wet,64.85714285714286
Medium,15,37,Rough,624,Conservative,Dry,53.285714285714285
Hard,28,46,Smooth,644,Conservative,Dry,37.17142857142857
Medium,46,6,Smooth,701,Aggressive,Wet,65.05714285714285
Hard,13,65,Rough,647,Balanced,Wet,66.88571428571429
Medium,13,61,Rough,649,Aggressive,Wet,81.31428571428572
Wet,29,28,Smooth,680,Aggressive,Wet,69.80000000000001
Wet,19,37,Smooth,643,Balanced,Wet,59.08571428571428
Wet,33,32,Smooth,658,Balanced,Dry,56.17142857142858
Medium,44,28,Smooth,702,Conservative,Wet,47.8
Medium,35,22,Rough,677,Conservative,Wet,60.14285714285714
Medium,46,2,Rough,617,Aggressive,Wet,79.48571428571428
Hard,47,44,Rough,715,Conservative,Wet,60.68571428571428
Soft,30,7,Rough,705,Balanced,Wet,77.0
Soft,49,28,Rough,742,Balanced,Wet,83.79999999999998
Hard,48,1,Smooth,610,Aggressive,Dry,54.74285714285714
Medium,30,49,Smooth,742,Conservative,Wet,48.0
Soft,19,64,Smooth,661,Conservative,Dry,52.94285714285714
Wet,47,19,Rough,647,Aggressive,Wet,87.11428571428571
Hard,13,51,Rough,693,Aggressive,Wet,74.88571428571429
Hard,29,36,Smooth,742,Aggressive,Wet,60.94285714285714
Hard,26,26,Rough,686,Balanced,Wet,63.91428571428571
Wet,16,46,Smooth,649,Aggressive,Dry,64.77142857142857
Soft,13,5,Rough,659,Aggressive,Wet,83.31428571428572
Wet,38,59,Smooth,658,Conservative,Dry,51.028571428571425
Hard,23,44,Smooth,614,Aggressive,Dry,55.885714285714286
Medium,12,43,Rough,628,Aggressive,Dry,73.54285714285714
Hard,33,17,Smooth,639,Balanced,Wet,49.02857142857143
Wet,46,64,Rough,630,Aggressive,Wet,93.34285714285714
Soft,25,24,Smooth,672,Conservative,Dry,48.42857142857143
Wet,13,26,Smooth,610,Aggressive,Wet,66.31428571428572
Soft,33,6,Rough,680,Balanced,Wet,77.45714285714286
Wet,43,43,Rough,661,Conservative,Wet,69.74285714285715
Soft,39,28,Smooth,735,Conservative,Dry,51.800000000000004
Hard,27,43,Rough,650,Balanced,Wet,66.54285714285714
Wet,28,35,Rough,656,Aggressive,Dry,80.60000000000001
Wet,40,18,Smooth,731,Conservative,Dry,45.57142857142857
Hard,28,5,Rough,746,Balanced,Wet,61.31428571428572
Hard,28,24,Rough,623,Balanced,Dry,59.02857142857143
Wet,31,30,Rough,640,Aggressive,Dry,80.48571428571428
Hard,33,8,Smooth,648,Aggressive,Dry,52.74285714285714
Soft,21,36,Rough,635,Conservative,Wet,69.34285714285714
Hard,39,26,Smooth,609,Aggressive,Dry,56.51428571428571
Hard,47,12,Smooth,677,Conservative,Wet,41.114285714285714
Wet,40,40,Rough,734,Conservative,Dry,63.71428571428571
Hard,45,65,Smooth,739,Balanced,Wet,58.285714285714285
Soft,28,23,Rough,685,Balanced,Dry,73.88571428571429
Hard,45,43,Smooth,659,Aggressive,Wet,65.14285714285714
Medium,39,59,Smooth,695,Balanced,Dry,56.22857142857143
Medium,42,8,Rough,607,Conservative,Dry,54.54285714285714
Wet,27,1,Smooth,734,Balanced,Dry,50.542857142857144
Medium,37,55,Smooth,706,Balanced,Wet,60.25714285714286
Wet,20,29,Smooth,657,Balanced,Wet,58.14285714285714
Wet,42,21,Smooth,680,Aggressive,Wet,71.39999999999999
Hard,26,12,Smooth,685,Conservative,Dry,31.91428571428571
Medium,15,15,Smooth,633,Aggressive,Wet,60.14285714285714
Hard,13,44,Rough,683,Aggressive,Dry,68.88571428571429
Wet,29,64,Rough,716,Aggressive,Dry,84.94285714285715
Medium,36,10,Smooth,621,Aggressive,Dry,58.62857142857143
Soft,24,69,Smooth,748,Conservative,Dry,54.65714285714286
Hard,15,19,Smooth,614,Balanced,Wet,45.71428571428571
Medium,23,62,Smooth,732,Conservative,Dry,43.457142857142856
Soft,20,11,Rough,701,Conservative,Dry,60.57142857142857
Wet,48,61,Rough,744,Aggressive,Dry,88.31428571428572
Wet,18,41,Rough,746,Conservative,Dry,59.457142857142856
Soft,35,68,Rough,604,Balanced,Dry,81.71428571428571
Soft,25,57,Smooth,622,Conservative,Wet,58.14285714285714
Soft,14,4,Smooth,682,Conservative,Wet,48.371428571428574
Soft,19,26,Rough,613,Conservative,Dry,62.514285714285705
Medium,12,27,Rough,609,Aggressive,Wet,76.25714285714287
Medium,22,25,Rough,630,Conservative,Dry,52.971428571428575
Medium,39,48,Smooth,740,Conservative,Dry,44.65714285714286
Wet,15,20,Smooth,726,Balanced,Wet,55.857142857142854
Medium,26,0,Rough,749,Balanced,Dry,60.199999999999996
Wet,28,57,Smooth,636,Conservative,Wet,53.74285714285715
Soft,44,54,Smooth,737,Aggressive,Wet,81.5142857142857
Hard,35,25,Rough,630,Aggressive,Wet,75.57142857142857
Soft,14,24,Smooth,698,Conservative,Dry,46.22857142857143
Soft,38,32,Rough,634,Aggressive,Dry,87.17142857142858
Wet,46,68,Rough,710,Aggressive,Wet,93.91428571428571
Wet,29,5,Smooth,667,Conservative,Dry,41.51428571428571
Wet,30,22,Rough,716,Aggressive,Wet,84.14285714285714
Soft,19,29,Rough,725,Conservative,Dry,62.942857142857136
Wet,14,53,Rough,605,Aggressive,Wet,85.37142857142857
Wet,45,10,Rough,718,Conservative,Wet,65.42857142857143
Medium,15,30,Smooth,629,Aggressive,Wet,62.28571428571428
Medium,35,5,Rough,668,Aggressive,Dry,72.71428571428572
Wet,13,10,Smooth,707,Aggressive,Dry,59.028571428571425
Hard,48,11,Rough,634,Aggressive,Wet,76.17142857142858
Hard,48,65,Rough,702,Balanced,Dry,68.88571428571429
Wet,44,52,Rough,643,Conservative,Dry,66.22857142857143
Medium,10,35,Smooth,742,Conservative,Dry,37.0
Wet,33,16,Smooth,628,Aggressive,Dry,63.885714285714286
Hard,45,27,Rough,605,Conservative,Dry,52.857142857142854
Wet,15,21,Rough,626,Conservative,Dry,56.0
Medium,40,6,Smooth,627,Balanced,Wet,53.85714285714286
Soft,29,14,Smooth,732,Balanced,Dry,57.800000000000004
Medium,33,10,Rough,655,Balanced,Dry,63.028571428571425
Medium,34,23,Rough,711,Balanced,Wet,70.08571428571429
Wet,45,66,Smooth,653,Aggressive,Dry,73.42857142857143
Medium,30,29,Smooth,679,Aggressive,Dry,60.14285714285714
Wet,39,69,Rough,704,Aggressive,Dry,87.65714285714284
Hard,33,65,Smooth,617,Aggressive,Wet,65.88571428571429
Hard,39,60,Rough,642,Balanced,Wet,71.37142857142857
Medium,31,40,Rough,688,Balanced,Dry,66.91428571428571
Soft,37,50,Rough,673,Conservative,Dry,69.54285714285714
Medium,16,43,Rough,609,Conservative,Wet,59.34285714285714
Soft,44,12,Rough,733,Balanced,Dry,75.51428571428572
Hard,37,11,Smooth,688,Aggressive,Dry,53.97142857142857
Hard,23,8,Rough,731,Balanced,Dry,55.74285714285715
Medium,19,47,Rough,633,Balanced,Dry,65.51428571428572
Hard,25,48,Rough,682,Conservative,Dry,51.85714285714286
Hard,25,52,Smooth,731,Conservative,Wet,42.42857142857143
Soft,40,55,Rough,697,Balanced,Wet,85.85714285714286
Medium,34,39,Rough,630,Balanced,Dry,67.37142857142858
Wet,22,23,Smooth,679,Aggressive,Dry,62.68571428571428
Hard,15,32,Rough,659,Aggressive,Wet,72.57142857142857
Soft,18,22,Rough,601,Balanced,Wet,76.74285714285715
Wet,45,53,Rough,635,Balanced,Wet,81.57142857142857
Hard,29,52,Smooth,724,Conservative,Dry,38.22857142857143
Medium,27,48,Rough,702,Balanced,Wet,72.25714285714287
Medium,30,48,Rough,715,Aggressive,Wet,82.85714285714285
Medium,13,59,Smooth,700,Aggressive,Wet,66.02857142857144
Soft,42,64,Rough,645,Balanced,Wet,87.54285714285714
Soft,36,31,Rough,679,Balanced,Wet,81.62857142857142
Soft,16,20,Rough,706,Conservative,Dry,61.05714285714285
Medium,15,17,Rough,643,Aggressive,Wet,75.42857142857143
Hard,24,59,Smooth,746,Conservative,Wet,43.22857142857143
Medium,27,12,Smooth,648,Aggressive,Dry,57.114285714285714
Hard,41,23,Rough,687,Conservative,Dry,51.48571428571429
Medium,20,29,Rough,657,Aggressive,Dry,73.14285714285714
Wet,29,1,Rough,690,Balanced,Wet,70.94285714285715
Wet,33,24,Rough,734,Balanced,Wet,75.02857142857144
Medium,24,49,Smooth,693,Conservative,Wet,46.8
Hard,16,13,Rough,677,Balanced,Dry,55.05714285714285
Hard,30,5,Smooth,721,Aggressive,Wet,56.714285714285715
Soft,35,29,Smooth,742,Conservative,Wet,56.142857142857146
Wet,23,29,Smooth,675,Aggressive,Dry,63.74285714285713
Hard,46,37,Smooth,652,Balanced,Dry,49.48571428571428
Wet,30,57,Rough,622,Conservative,Wet,69.14285714285714
Hard,27,40,Smooth,676,Aggressive,Wet,61.114285714285714
Hard,14,56,Smooth,672,Aggressive,Dry,55.8
Wet,12,35,Rough,687,Balanced,Wet,72.4
Wet,32,63,Rough,702,Balanced,Dry,75.4
Soft,35,15,Smooth,693,Aggressive,Wet,74.14285714285714
Soft,46,13,Smooth,659,Conservative,Wet,56.05714285714286
Wet,33,30,Rough,609,Aggressive,Dry,80.88571428571429
Hard,28,65,Smooth,701,Conservative,Wet,44.885714285714286
Soft,34,67,Smooth,657,Aggressive,Wet,81.37142857142857
Soft,30,64,Smooth,742,Aggressive,Wet,80.14285714285714
Soft,21,54,Rough,608,Balanced,Dry,76.91428571428571
Medium,42,39,Smooth,612,Conservative,Dry,43.97142857142857
Wet,13,24,Smooth,736,Balanced,Wet,56.02857142857143
Soft,16,24,Smooth,730,Balanced,Wet,61.628571428571426
Medium,31,2,Smooth,672,Aggressive,Dry,56.48571428571429
Soft,42,68,Rough,715,Balanced,Wet,88.11428571428571
Wet,26,25,Rough,724,Aggressive,Dry,78.77142857142857
Medium,33,39,Smooth,710,Balanced,Dry,52.17142857142857
Wet,43,37,Rough,670,Conservative,Wet,68.88571428571427
Wet,37,37,Rough,688,Conservative,Dry,62.68571428571428
Soft,48,67,Rough,619,Aggressive,Dry,94.17142857142856
Soft,31,6,Smooth,680,Aggressive,Wet,72.05714285714286
Wet,26,29,Smooth,689,Balanced,Dry,54.34285714285714
Soft,43,18,Rough,618,Conservative,Wet,71.17142857142858
Wet,15,34,Rough,711,Balanced,Wet,72.85714285714286
Medium,15,32,Smooth,730,Conservative,Wet,42.57142857142857
Hard,43,32,Rough,706,Conservative,Dry,53.171428571428564
Medium,10,37,Rough,720,Conservative,Wet,57.285714285714285
Soft,19,9,Rough,691,Balanced,Dry,70.08571428571429
Wet,30,56,Smooth,746,Aggressive,Wet,74.0
Medium,14,27,Rough,679,Aggressive,Wet,76.65714285714286
Medium,11,37,Smooth,630,Conservative,Dry,37.48571428571429
Soft,31,15,Smooth,652,Balanced,Wet,63.34285714285714
Hard,11,20,Smooth,712,Balanced,Dry,40.05714285714285
Wet,19,5,Smooth,633,Aggressive,Dry,59.51428571428572
Medium,43,40,Rough,630,Aggressive,Wet,84.31428571428572
Medium,25,14,Rough,738,Balanced,Dry,62.0
Soft,48,2,Smooth,605,Conservative,Dry,49.885714285714286
Medium,31,42,Rough,626,Conservative,Dry,57.2
Hard,21,46,Smooth,606,Aggressive,Dry,55.771428571428565
Soft,33,13,Smooth,648,Conservative,Dry,48.45714285714286
Hard,49,65,Smooth,695,Balanced,Wet,59.08571428571428
Hard,47,28,Rough,659,Conservative,Wet,58.4
Medium,19,3,Smooth,632,Balanced,Wet,49.22857142857143
Hard,44,25,Smooth,646,Conservative,Wet,42.37142857142857
Soft,41,11,Rough,718,Aggressive,Dry,84.77142857142857
Medium,16,1,Rough,626,Aggressive,Wet,73.34285714285714
Medium,30,16,Smooth,621,Balanced,Wet,53.28571428571429
Hard,29,34,Smooth,646,Aggressive,Dry,55.65714285714286
Medium,35,9,Rough,692,Conservative,Wet,58.28571428571429
Soft,13,42,Rough,601,Aggressive,Wet,88.6
Hard,31,20,Rough,742,Conservative,Wet,54.05714285714286
Wet,24,14,Rough,646,Conservative,Dry,56.8
Medium,49,34,Smooth,626,Balanced,Dry,54.65714285714286
Hard,30,59,Rough,626,Aggressive,Wet,79.42857142857143
Wet,24,43,Smooth,740,Balanced,Dry,55.94285714285714
Wet,31,4,Rough,744,Balanced,Wet,71.77142857142857
Wet,37,17,Rough,674,Conservative,Wet,64.82857142857144
Medium,23,20,Rough,609,Aggressive,Wet,77.45714285714286
Medium,36,50,Smooth,720,Balanced,Dry,54.34285714285714
Soft,49,40,Rough,632,Conservative,Dry,70.51428571428572
Soft,37,23,Smooth,725,Aggressive,Dry,70.68571428571428
Wet,35,23,Smooth,607,Conservative,Dry,45.285714285714285
Medium,11,37,Smooth,734,Aggressive,Wet,62.485714285714295
Medium,34,43,Rough,670,Aggressive,Wet,82.94285714285714
Wet,12,56,Rough,734,Balanced,Wet,75.4
Medium,17,58,Rough,640,Conservative,Wet,61.68571428571429
Medium,42,33,Smooth,717,Conservative,Wet,48.114285714285714
Wet,44,22,Rough,654,Conservative,Wet,66.94285714285714
Hard,15,42,Rough,606,Balanced,Dry,59.0
Hard,48,39,Rough,683,Aggressive,Wet,80.17142857142858
Soft,32,46,Rough,745,Balanced,Dry,77.97142857142858
Hard,34,40,Smooth,677,Balanced,Dry,47.51428571428572
Medium,28,46,Smooth,652,Balanced,Wet,57.17142857142857
Medium,14,19,Smooth,613,Conservative,Dry,35.51428571428572
Soft,20,64,Smooth,748,Balanced,Dry,63.14285714285714
Hard,21,67,Smooth,712,Conservative,Wet,43.77142857142857
Wet,19,23,Rough,656,Balanced,Wet,72.08571428571429
Wet,17,35,Smooth,690,Balanced,Dry,53.4
Wet,33,44,Smooth,645,Conservative,Dry,47.885714285714286
Soft,37,1,Smooth,690,Balanced,Wet,62.542857142857144
Soft,45,27,Smooth,732,Balanced,Wet,67.85714285714286
Wet,46,25,Rough,701,Conservative,Wet,67.77142857142857
Wet,30,22,Smooth,705,Aggressive,Wet,69.14285714285714
Wet,17,35,Smooth,727,Conservative,Dry,43.4
Medium,18,5,Smooth,631,Conservative,Dry,34.31428571428572
Wet,24,34,Smooth,605,Aggressive,Dry,64.65714285714286
Medium,49,37,Smooth,673,Balanced,Dry,55.08571428571429
Hard,27,34,Smooth,734,Aggressive,Dry,55.25714285714286
Medium,29,52,Rough,628,Aggressive,Dry,78.22857142857143
Medium,15,37,Rough,633,Balanced,Wet,68.28571428571428
Soft,21,58,Rough,606,Aggressive,Wet,92.48571428571427
Wet,11,42,Smooth,680,Conservative,Dry,43.2
Hard,16,3,Smooth,676,Conservative,Wet,33.62857142857143
Soft,25,4,Smooth,657,Balanced,Wet,60.57142857142857
Hard,12,67,Smooth,684,Conservative,Wet,41.971428571428575
Medium,12,44,Rough,672,Aggressive,Dry,73.68571428571428
Medium,36,24,Rough,644,Conservative,Dry,55.62857142857142
Medium,49,10,Smooth,646,Balanced,Dry,51.22857142857143
Hard,47,28,Smooth,676,Aggressive,Dry,58.4
Hard,42,33,Rough,672,Balanced,Dry,63.114285714285714
Medium,37,13,Smooth,715,Aggressive,Wet,64.25714285714287
Wet,10,23,Rough,629,Conservative,Wet,60.285714285714285
Hard,17,58,Smooth,670,Aggressive,Dry,56.68571428571429
Wet,46,38,Smooth,744,Conservative,Wet,54.628571428571426
Wet,41,25,Smooth,702,Conservative,Dry,46.77142857142857
Soft,46,42,Smooth,732,Balanced,Dry,65.19999999999999
Soft,13,35,Smooth,703,Aggressive,Wet,72.6
Medium,39,38,Smooth,721,Balanced,Dry,53.22857142857143
Hard,15,60,Smooth,728,Balanced,Dry,46.57142857142857
Medium,28,15,Smooth,630,Conservative,Wet,42.74285714285714
Soft,41,58,Rough,708,Aggressive,Wet,96.4857142857143
Wet,18,5,Rough,671,Balanced,Dry,64.31428571428572
Hard,21,55,Smooth,726,Aggressive,Dry,57.05714285714286
Medium,20,7,Smooth,684,Balanced,Wet,50.0
Medium,25,26,Smooth,614,Conservative,Dry,38.714285714285715
Soft,10,26,Smooth,655,Conservative,Dry,45.71428571428571
Medium,30,45,Rough,626,Balanced,Wet,72.42857142857143
Soft,39,40,Smooth,601,Conservative,Wet,58.51428571428571
Wet,22,24,Smooth,673,Aggressive,Wet,67.82857142857142
Hard,43,17,Rough,663,Balanced,Dry,61.02857142857143
Hard,13,11,Rough,604,Aggressive,Dry,64.17142857142858
Hard,37,50,Smooth,690,Conservative,Dry,39.542857142857144
Hard,47,38,Rough,667,Conservative,Wet,59.82857142857142
Hard,40,9,Rough,740,Aggressive,Wet,74.28571428571429
Medium,36,53,Rough,680,Conservative,Dry,59.77142857142857
Hard,14,28,Rough,684,Balanced,Wet,61.8
Soft,34,40,Smooth,622,Conservative,Dry,52.51428571428572
Hard,12,8,Smooth,696,Conservative,Dry,28.54285714285714
Hard,42,62,Smooth,723,Balanced,Dry,52.25714285714286
Wet,13,36,Rough,636,Conservative,Wet,62.74285714285714
Hard,34,13,Rough,629,Aggressive,Dry,68.65714285714286
Wet,29,38,Smooth,716,Conservative,Dry,46.22857142857143
Medium,43,39,Smooth,608,Balanced,Dry,54.17142857142857
Medium,35,53,Smooth,731,Aggressive,Wet,69.57142857142857
Wet,14,2,Smooth,665,Aggressive,Wet,63.08571428571429
Hard,44,54,Rough,719,Conservative,Wet,61.51428571428571
Soft,37,32,Smooth,723,Conservative,Dry,51.971428571428575
Hard,38,18,Smooth,643,Aggressive,Dry,55.17142857142857
Medium,18,33,Smooth,708,Balanced,Dry,48.31428571428571
Hard,47,49,Smooth,636,Conservative,Dry,41.4
Wet,15,46,Smooth,666,Conservative,Wet,49.57142857142857
Wet,28,45,Rough,659,Conservative,Wet,67.02857142857142
Wet,20,55,Smooth,635,Conservative,Wet,51.85714285714285
Soft,11,56,Smooth,648,Conservative,Wet,55.2
Medium,18,50,Rough,706,Conservative,Wet,60.74285714285715
Wet,30,53,Smooth,607,Balanced,Dry,58.57142857142858
Medium,33,27,Smooth,640,Aggressive,Wet,65.45714285714286
Hard,43,18,Smooth,700,Aggressive,Wet,61.17142857142858
Wet,31,26,Rough,712,Aggressive,Wet,84.91428571428571
Hard,12,47,Smooth,708,Balanced,Dry,44.114285714285714
Hard,21,18,Smooth,685,Conservative,Dry,31.771428571428572
Wet,37,50,Smooth,677,Aggressive,Dry,69.54285714285714
Wet,39,6,Rough,654,Aggressive,Dry,78.65714285714287
Wet,35,28,Rough,709,Aggressive,Dry,81.0
Wet,30,42,Smooth,745,Aggressive,Wet,72.0
Soft,37,68,Smooth,664,Aggressive,Wet,82.11428571428571
Hard,35,57,Rough,663,Aggressive,Dry,75.14285714285714
Hard,42,7,Smooth,739,Conservative,Dry,34.4
Hard,30,41,Smooth,717,Conservative,Dry,36.85714285714286
Medium,44,41,Rough,641,Balanced,Wet,74.65714285714286
Wet,43,12,Smooth,716,Conservative,Wet,50.31428571428571
Wet,27,25,Rough,649,Balanced,Dry,68.97142857142856
Medium,20,17,Rough,647,Conservative,Dry,51.42857142857142
Medium,32,41,Rough,672,Aggressive,Dry,77.25714285714287
Wet,31,50,Smooth,735,Aggressive,Dry,68.34285714285714
Hard,26,15,Rough,734,Aggressive,Dry,67.34285714285716
Soft,14,2,Smooth,705,Conservative,Wet,48.08571428571429
Wet,20,44,Rough,607,Conservative,Dry,60.285714285714285
Wet,39,21,Rough,709,Aggressive,Dry,80.8
Soft,24,22,Rough,630,Aggressive,Dry,82.94285714285714
Medium,36,58,Rough,611,Aggressive,Wet,85.48571428571428
Medium,44,61,Smooth,726,Aggressive,Wet,72.5142857142857
Wet,42,67,Smooth,656,Balanced,Wet,67.97142857142858
Medium,29,53,Smooth,739,Balanced,Dry,53.371428571428574
Medium,25,56,Smooth,626,Balanced,Dry,53.0
Hard,43,22,Smooth,645,Balanced,Dry,46.74285714285715
Soft,11,59,Smooth,734,Conservative,Dry,50.62857142857143
Medium,44,54,Rough,660,Aggressive,Dry,81.5142857142857
Soft,49,62,Rough,657,Balanced,Wet,88.65714285714287
Wet,37,55,Rough,612,Conservative,Wet,70.25714285714285
Hard,48,54,Smooth,699,Conservative,Dry,42.31428571428572
Wet,15,24,Rough,648,Balanced,Dry,66.42857142857142
Medium,18,25,Rough,634,Conservative,Dry,52.17142857142857
Hard,29,48,Smooth,693,Conservative,Wet,42.65714285714286
Medium,10,62,Smooth,694,Conservative,Wet,45.857142857142854
Wet,17,44,Rough,744,Conservative,Wet,64.68571428571428
Medium,32,38,Rough,671,Balanced,Wet,71.82857142857144
Wet,12,64,Rough,722,Conservative,Wet,66.54285714285714
Wet,13,68,Rough,609,Conservative,Dry,62.31428571428572
